源声编码,源声描述,源声来源,观点编号,观点类别
201701ecm0046978,"从x7的时候开始关注，终于下手买x9plus了。顺丰快递次日达，送的自拍杆，蓝牙音箱，蓝牙耳机，移动电源都可以用；有两个硅胶壳，一张备用膜。出厂已经贴好了一层高清膜，之前买的钢化膜得过一阵子再贴了。要去换小卡。指纹识别很灵敏。可以双击唤醒，前提是页面上没有全部装满应用。装了近70个app,不怎么玩游戏，运行速度还挺快的。可以自己制作铃音。有全局护眼功能。平时不爱拍照，现在各种拍拍拍。女生单手操作还是有点小吃力的。充电一个小时多点能充满。有程序运行的话，大概每小时以10%耗电。",Etianmao_hw,VPAD0363E001,指纹解锁快/灵敏
201701ecm0046984,很好用，从果粉变成V粉了。 感受: 1.钢化膜不好贴齐，需要高手帮助就完美 2.没有韩语输入法，下载google韩语输入就可以 3.耳麦：不能调节音量，用其它安卓耳麦就可,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046990,从拍下的那一天就一直期待着新手机的到来，终于到手了。第一次使用vivo屏幕大还很流畅很是适合爱玩游戏的我，电池也挺耐用的。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046991,"从苹果换vivo,,开心的飞起来，超级好用，拍照美得不行，好评好评，就是送的烤箱被物流撞坏了，不过没关系，还是很满意Ｈａｐｐｙ Ｎｅｗ Ｙｅａｒ?",Etaobao_hw,VPAD0275E001,喜爱/好用
201701ecm0046993,物流超快，从下单到目的地，只用了十二小时。机子的话，比较流畅，但是播放视频之类的不是特别清晰，放音乐总是间接性的'熄火'，不知道什么情况。有待改进,Ejd,VPAD0001E001,性能整体感受好
201701ecm0046994,从用X7到买玫瑰金X9 到星空灰X9 整体来说还是不错的 快递速度很快 拍照自拍那就不用说了 整体运行也比较快 玩王者荣耀也不卡 耗电量可能比较快点 不过闪充还是比较给力的 果断综合评估 好评,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0047007,手机很好用。打电话，聊天信号挺好。能用。,Ejd,VPAD0275E001,喜爱/好用
201701ecm0047008,打电话赶紧去拿了，打开后超满意，屏很大，是送给老公的，老公很喜欢，老公以为只有一个手机，没想到送那么多东西，超高兴，物流也给力，服务态度也满意，需要还会再来的,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047010,好评，打电话验证了是正品，全网通4G看视频、玩游戏一点都不卡。前后3摄像头自拍功能非常好。很满意。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0047018,手机收到了，打开包装给人一种高大上的感觉，一点都不卡很顺畅，希望国产机越做越好。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047019,手机不错，打开包装盒一看就知道是高大尚。第一次在网上购买这么贵重的，开始还担心呢？经过两天试用，一切都经常，各方面都不错，特别是拍照，杠杠的。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047020,打开包装后拿出手机开机那一刻心就碎了，发现屏上有一个异常的亮点，是显示屏品质问题，联系了客服说可以换一个，我想说的是把这个信息一定反馈到工厂注意品质问题，怎么能保证换一个不会有品质问题，也无法回应这就是中国市场，真是让人叹息，信息反馈都反馈不出去，我只能在此做出评价希望能得到改善注重以下品质问题，还在商品调换协调中太闹心了,Ejd,VPAD0284E001,质量好
201701ecm0047022,送货速度很快打开的包装很仔细。手机外形也很喜欢。拍照片真的像素很好，用起来也很流畅。还送了赠品。内存也够用了。,Ejd,VPAD0459E001,外观好看
201701ecm0047023,打开的一瞬间简直惊艳了，黑色果然很好看，很喜欢，不过的确很中性，?，性价比的确很高，这个价位已经满足了大部分人的日常需求了，质感如果更提升些会更好，而且完全可以有自己的设计风格，无需模仿苹果。自己用惯了苹果系统，转换成安卓系统的确有很多不适应，但是慢慢摸索发现安卓很多设计比较人性化。手机像素真的很高，很流畅，真心推荐～,Etianmao_hw,VPAD0738E001,颜色好
201701ecm0047025,宝贝收到了，打开机检查了下，确实是原装。非常棒。发票等都是货真价实，值得拥有，信赖！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047030,哈哈 手机收到啦?打开满满都是惊喜 手机没开封 送了 电话手表 收到了两个 太好了 送小朋友刚好 太喜欢店里的礼品了 手机我不卡 拍照很清晰 很适合出去玩拍照,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0047034,打开手机那一刹那我惊呆了 外观设计简直完美 用了一天再来评价的 真的很不错 拍照 音质超好 各方面没得挑剔了,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0047035,物流快，打开手机那一刻很兴奋，我很满意。,Ejd,VPAD0275E001,喜爱/好用
201701ecm0047041,用了几天了，打游戏不卡挺流畅的，就是这个电不耐用，跟我这个旧手机一样，其他都挺好,Etianmao_hw,VPAD0101E002,待机或使用时间短
201701ecm0047043,很喜欢！非常的好！打游戏一点的不卡！物流很快的啦到西藏四天！大爱！就是有时候因为网的原因点的太频繁啦会导致应用没有反应啦！这个还是和手机有点关系吧不能全怪网络！所以亲们有时候不要操作过于频繁！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047048,手机是正品，大爱这款手机拍照的效果,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0047049,大爱，前天晚上下的单，昨天上午就到了，特地用了一天再来评价的，好喜欢，店家还赠送了蓝牙音箱和充电宝,Ejd,VPAD0275E001,喜爱/好用
201701ecm0047056,手机很好用，大爱，一点都不卡,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047057,大爱vivo，笔芯，超级超级喜欢x9，vivo系统用得也习惯方便，各种拍照模式深得我心~,Ejd,VPAD0275E001,喜爱/好用
201701ecm0047059,大爱爱，系统流畅，超薄，拍照效果杠杠的，运存行业领先啊。还有赠品超棒的,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0047060,大爱爱，系统流畅，超薄，拍照效果杠杠的，运存行业领先啊，永远支持,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0047073,大家都写到 手机不错(2518)性能强大(1864)物流快(1461)外型不错(1343)拍照好清晰(1260)有赠品(887),Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047074,大家都写到 手机不错(2518)性能强大(1864)物流快(1461)外型不错(1343)拍照好清晰(1260)有赠品(887) 大家都写到 手机不错(2518)性能强大(1864)物流快(1461)外型不错(1343)拍照好清晰(1260)有赠品(887),Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047078,手机很好 是正品 大家可以放心购买 前置双摄 确实逼格慢慢 自拍也很给力 主要是货运很快 1天就到了,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047079,真心不错，大家可以放心买，好多东西送，在实体店买什么都不会送的，拍照也好看，美美哒,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047084,充电特别快大姐觉得非常不错，2000万自拍很清楚，拿着很满意，造型觉得很满意，苏宁送货很快。,Esuning_hw,VPAD0165E001,充电快
201701ecm0047089,大年三十到的货 ，手机用着不错，相机效果很好，音质更是不错，电池很耐用，可以随便玩，玩一天，分屏更是方便好用！相机夜景照的都很美！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047090,大品牌，性价比高，一边睇视频一边复微信，真得挺方便，拍照清晰漂亮，自带美颜功能，很好用,Ejd,VPAD0755E001,性价比高
201701ecm0047097,"大屏超爽，到手直接换上了,之前用的是苹果6plus，但是感觉这个手感和使用起来更顺手，特别是照相功能不知道比苹果好多少啊，放心买",Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0047099,手机不错，大屏大内存，拍照功能很强大。,Ejd,VPAD0082E002,拍照效果好
201701ecm0047101,宝贝已经收到，很好用，绝对正品，大屏很薄，看着比苹果还漂亮，而且相素高指纹解锁灵敏，手感极佳，，满意的一次购物,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047105,大屏幕清晰度高，电池很耐用（中关村在线安卓客户端）优点：手机外观非常漂亮，金属外壳，屏幕无亮点无暗点，色彩亮丽清晰，柔光双摄拍照较果非常棒，自拍拍照功能超强大，特别是夜间拍摄，瞬间变摄影大师，听歌音质很好，系统工具软件清爽无广告使用方便，电池管理强大待机时间长，6G运行内存用起来超级的爽。...缺点：hi-fi的低音效果不错，不过声音有点偏小。...总结：整体还真不错，重点是性价比超高，才3498，3498，3498，支持国产，绝对不输苹果，一台苹果都可以买两台X9 plus了。...,Ezol,VPAD0101E001,待机或使用时间长
201701ecm0047108,手机非常棒，大屏手机就是爽，预定买的，送的东西也不少，质量都是棒棒哒！不是那廉价货，打牌就是大牌，满意五分好评！（第三张还有第四张是晚上拍的哦！）,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047112,大清早八点多快递小哥就打电话送来了 期待了这么久 真的不白期待 真的很好用 很喜欢 赠品也很丰富 么么哒,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047115,大小尺寸我很喜欢，就刚开有点卡，我跟客服说，然后她让我恢复出厂设置，我恢复后就好了，在用用看再来评价,Etaobao_hw,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0047116,手机很好，很漂亮，拍照清晰，大小刚刚合适，不卡顿 之前拍了一个粉色的，现在又拍一个金色的。支持vivo,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047119,手机很好看，大小适合，充电快，相机的双摄虚化功能特别有意思。这手机主打的是拍照和音质，喜欢拍照和听歌的朋友可以考虑下手。骁龙625处理器和4G运行内存足于应对日常的软件使用，游戏方面如果你不是游戏达人要求特别高的话，也是足于应对的，起码玩个王者荣耀不会卡。,Ejd,VPAD0459E001,外观好看
201701ecm0047122,手机挺好用，大小适中，也挺薄，就是电不经用，不用也跑电，不知道能用多久,Ejd,VPAD0275E001,喜爱/好用
201701ecm0047125,手机不错，我很喜欢，大小也合适，待机时间长，别之前用的安卓机耐用，看视频能看好久，指纹用起来也很方便，便捷支付，很喜欢，可以的,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0047128,大写的12期免息，问的时候也直接告诉我信用卡打电话过去告诉分期就行，根本没给我说信用卡不免息，付款之后不跟我确认地址，说明上写的赠品，手机发票不损坏可退货，结果赠品包装拆坏了也不能再退，刚到手就降50，联系客服说让我退了重新拍可减50，真是厉害了我的客服。至于手机，像素还可以，刚开始用顺溜，这才不到10天，触屏就没那么灵敏了，微信表情种类切换老是不动。唯一满意的就只有快递了，第一次写这么多评价，再也不想在苏宁买东西了。,Etianmao_hw,VPAD0088E002,摄像头像素高
201701ecm0047129,很好很好！大学用过vivo的，一直挺好用！现在这部机子，送了很多小礼品都是非常喜欢的！迷你蓝牙音响，迷你充电宝，还有包！都非常喜欢！关键是手机的前置摄像头…嘿嘿嘿嘿嘿！有虚实结合的特效！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！娘娘真的很高兴！很高兴！高兴！兴！！………用了一个月左右才来评价的……………幸好还有送钢化膜！不然，哈哈，手机又被我摔个半死！^_^我手小！钢化膜很好用啦！啦！啦！啦！对了对了！玩游戏也不卡！因为内存足够大咯哦！哈哈哈………对我们谢谢喜欢存图照相的女生来说…嘿嘿！嘿嘿嘿！不错！哦哦！还有，音响般的外音，很好！还有啥呐？？？我想一下…………哦哦！照片可以照出动态的！图片前后3秒时间的………没了吧！暂时夸奖到这里吧！！！对了，还有儿童模式！还有录指纹可以录六个还是五个？（没记清楚）！对了对了，哈哈耳机也很好哈！哈哈哈！比花钱买的都好用！拜拜???(?????)(???)~\(≧▽≦)/~我写这么多这么好的请假会不会有奖励呐？？？？？？………（哈哈哈白日说梦话…+?▂?）,Ejd,VPAD0275E001,喜爱/好用
